,round_epochs,val_loss,val_acc,val_fmeasure_acc,loss,acc,fmeasure_acc,first_neuron,activation,optimizer,losses,hidden_layers,batch_size,epochs,dropout,kernel_initializer,lr,last_activation,
96,25,0.6571053212339227,0.709090921011838,0.0,0.6316093587875367,0.8320000028610229,0.345904723405838,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,25,0.2,uniform,0.1,sigmoid,96
97,4,0.6904676177284934,0.709090921011838,0.0,0.6890059971809387,0.8319999980926513,0.0,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,4,0.0,normal,0.1,sigmoid,97
98,50,0.6718852628361095,0.7090908993374218,0.0,0.6584127473831177,0.8320000123977661,0.0,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,50,0.0,normal,0.01,sigmoid,98
99,50,0.6903333284638145,0.7272727435285394,0.32632818818092346,0.6876451730728149,0.8399999952316284,0.21658294558525085,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,50,0.0,uniform,0.01,sigmoid,99
100,25,0.6781480258161371,0.7090908993374218,0.44729338721795514,0.6706490135192871,0.8080000042915344,0.2615872669219971,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,25,0.2,normal,0.1,sigmoid,100
101,4,0.6928297227079218,0.5272727337750521,0.13636362010782416,0.692941312789917,0.55200000166893,0.1671110999584198,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,4,0.0,normal,0.001,sigmoid,101
102,10,0.6202543377876282,0.709090921011838,0.0,0.5626707136631012,0.8320000004768372,0.0,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,10,0.1,normal,0.1,sigmoid,102
103,50,0.6877360235561024,0.709090921011838,0.2513368454846469,0.6845491766929627,0.8320000100135804,0.19090906262397767,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,50,0.2,uniform,0.1,sigmoid,103
104,25,0.6919113505970348,0.7272727326913313,0.2908172363584692,0.6911090922355652,0.8479999876022339,0.25352378249168395,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.2,uniform,0.01,sigmoid,104
105,25,0.6929086771878329,0.5454545562917535,0.3064934828064658,0.6926848459243774,0.6240000081062317,0.20152378797531129,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,25,0.1,normal,0.001,sigmoid,105
106,10,0.6912181539969011,0.7090908993374218,0.4545454193245281,0.6897923135757447,0.8479999947547913,0.3745480728149414,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,10,0.2,normal,0.1,sigmoid,106
107,25,0.6844621679999612,0.709090921011838,0.4500506980852647,0.6801977372169494,0.8239999890327454,0.3042211747169495,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,25,0.1,normal,0.1,sigmoid,107
108,25,0.6930657787756487,0.6181818246841431,0.3030302714217793,0.6929919958114624,0.7200000095367431,0.2753406178951263,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.2,uniform,0.001,sigmoid,108
109,4,0.6927923451770436,0.6545454534617338,0.325174786827781,0.6923936176300048,0.7360000133514404,0.2725194501876831,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.2,normal,0.1,sigmoid,109
110,25,0.6533051349899985,0.709090921011838,0.43722939220341767,0.6273024868965149,0.8320000052452088,0.26262001633644105,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.1,uniform,0.1,sigmoid,110
111,50,0.6898794011636213,0.7090908993374218,0.0,0.6866586923599243,0.8400000095367431,0.29155553340911866,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,50,0.1,normal,0.01,sigmoid,111
112,4,0.663010835647583,0.7090908993374218,0.0,0.6465145301818848,0.8000000047683716,0.1599999713897705,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,4,0.2,normal,0.1,sigmoid,112
113,4,0.6730548956177451,0.709090921011838,0.0,0.6605740594863891,0.8319999957084656,0.0,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,4,0.0,normal,0.001,sigmoid,113
114,4,0.6917059150609103,0.7090908939188177,0.4424241835420782,0.6905885219573975,0.7519999933242798,0.3984884929656982,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,4,0.1,normal,0.1,sigmoid,114
115,4,0.6930650526827032,0.5272727391936562,0.29233505780046637,0.6930157995223999,0.6080000019073486,0.29855473756790163,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.1,uniform,0.001,sigmoid,115
116,25,0.6601222645152699,0.7090908993374218,0.0,0.638588330745697,0.840000011920929,0.08,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,25,0.2,uniform,0.01,sigmoid,116
117,25,0.6915006854317405,0.709090921011838,0.5180374709042636,0.6905958461761474,0.7999999904632569,0.293523770570755,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.1,normal,0.01,sigmoid,117
118,50,0.6901132247664712,0.7090908993374218,0.0,0.6865171384811402,0.7359999942779542,0.3656738519668579,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,50,0.1,uniform,0.001,sigmoid,118
119,25,0.6939827583052895,0.40000000866976654,0.40586681257594714,0.6931776332855225,0.5920000016689301,0.2511110842227936,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.0,normal,0.01,sigmoid,119
120,4,0.734400131485679,0.2909090938893231,0.43722939220341767,0.7540881776809693,0.17600000381469727,0.27748247861862185,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,4,0.2,normal,0.001,sigmoid,120
121,25,0.6855584491382946,0.709090921011838,0.0,0.681087806224823,0.8320000100135804,0.11220776796340942,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.0,normal,0.1,sigmoid,121
122,4,0.6891218423843384,0.709090921011838,0.0,0.6868718147277832,0.8320000052452088,0.0,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.0,uniform,0.001,sigmoid,122
123,50,0.689562819220803,0.709090921011838,0.2272727218541232,0.6871656727790832,0.8320000052452088,0.11999998569488525,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,50,0.0,normal,0.01,sigmoid,123
124,50,0.6742647994648326,0.7272727218541232,0.2809917073358189,0.6541298985481262,0.8399999952316284,0.2552380728721619,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,50,0.1,uniform,0.1,sigmoid,124
125,4,0.6854386275464838,0.709090921011838,0.0,0.6810076332092285,0.7280000066757202,0.22533332109451293,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,4,0.2,normal,0.1,sigmoid,125
126,25,0.681358586658131,0.709090921011838,0.0,0.6744058299064636,0.8320000076293945,0.1333333110809326,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.1,uniform,0.01,sigmoid,126
127,4,0.692917986349626,0.5454545508731495,0.3460147191177715,0.6930294418334961,0.5840000057220459,0.25164343357086183,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,4,0.1,uniform,0.001,sigmoid,127
128,50,0.6924132325432517,0.7272727218541232,0.47262230244549835,0.6904183030128479,0.6080000042915344,0.3320505285263062,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,50,0.2,normal,0.01,sigmoid,128
129,25,0.6991181156852029,0.2909090952439742,0.4500506980852647,0.7013687491416931,0.26400000631809234,0.3120651614665985,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.2,uniform,0.001,sigmoid,129
130,25,0.6969124728983099,0.2909090938893231,0.44729338721795514,0.6978475069999694,0.28000000476837156,0.3048902654647827,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,25,0.2,uniform,0.001,sigmoid,130
131,10,0.7246573621576483,0.2909090952439742,0.4500506980852647,0.7358054542541503,0.1840000057220459,0.29047616124153136,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.2,normal,0.001,sigmoid,131
132,25,0.6931489543481306,0.47272727435285394,0.44481831247156317,0.6933359336853028,0.4240000033378601,0.2981859886646271,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,25,0.2,uniform,0.001,sigmoid,132
133,25,0.6848425648429177,0.709090921011838,0.3382072150707245,0.6777884125709533,0.8320000100135804,0.21257139086723328,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.0,normal,0.1,sigmoid,133
134,10,0.6660062237219377,0.709090921011838,0.0,0.6496876382827759,0.8319999980926513,0.07999998569488526,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,10,0.1,normal,0.1,sigmoid,134
135,50,0.6839649677276611,0.7090908993374218,0.1489898752082478,0.6762043237686157,0.84,0.18685711145401002,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,50,0.0,normal,0.1,sigmoid,135
136,25,0.6926917650482871,0.5818181931972504,0.3460317145694386,0.69198725938797,0.6560000091791153,0.2735237717628479,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.1,normal,0.01,sigmoid,136
137,25,0.6447407386519692,0.7090908993374218,0.0,0.6121811127662659,0.8320000100135804,0.1786666417121887,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,25,0.2,uniform,0.1,sigmoid,137
138,25,0.6928543827750466,0.5999999967488375,0.4850880070166154,0.6929661536216736,0.5600000047683715,0.2700427174568176,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,25,0.0,normal,0.01,sigmoid,138
139,4,0.694066193970767,0.2909090938893231,0.44729338721795514,0.6946023297309876,0.1680000054836273,0.28019131779670714,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,4,0.0,uniform,0.001,sigmoid,139
140,25,0.692625490101901,0.709090921011838,0.31129471822218463,0.6918567705154419,0.8319999980926513,0.3386666178703308,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.0,uniform,0.01,sigmoid,140
141,25,0.6919598579406738,0.709090921011838,0.0,0.6900007081031799,0.7680000042915345,0.33333328247070315,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.1,normal,0.001,sigmoid,141
142,25,0.6508155465126038,0.7090908993374218,0.44729338721795514,0.6224377131462098,0.8320000171661377,0.32667888641357423,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,25,0.0,normal,0.1,sigmoid,142
143,10,0.6837540106339888,0.709090921011838,0.0,0.6793078398704528,0.8400000023841858,0.26285712242126463,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.2,uniform,0.1,sigmoid,143
144,25,0.6469256769527089,0.709090921011838,0.43722939220341767,0.6153607511520386,0.8320000028610229,0.27107555747032164,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,25,0.0,uniform,0.1,sigmoid,144
145,10,0.6907094662839716,0.709090921011838,0.4500506980852647,0.6910807824134827,0.6640000057220459,0.3042211747169495,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,10,0.1,uniform,0.1,sigmoid,145
146,25,0.6930844567038796,0.4909090914509513,0.4411161108450456,0.6930589199066162,0.5360000085830688,0.32507128596305845,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,25,0.0,uniform,0.001,sigmoid,146
147,50,0.6835711381652139,0.709090921011838,0.0,0.6774417757987976,0.8399999952316284,0.33994394302368164,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,50,0.2,uniform,0.01,sigmoid,147
148,25,0.689258174462752,0.709090921011838,0.18492614274675195,0.6861244320869446,0.8320000028610229,0.18599997997283935,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.2,uniform,0.1,sigmoid,148
149,10,0.6972616640004244,0.2909090952439742,0.4500506980852647,0.6996289324760437,0.16800000607967377,0.2850419855117798,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.0,uniform,0.01,sigmoid,149
150,50,0.6440183249386874,0.709090921011838,0.0,0.6081960391998291,0.8320000100135804,0.0,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,50,0.1,normal,0.1,sigmoid,150
151,25,0.690300768071955,0.709090921011838,0.29292924160307104,0.6877066230773926,0.8640000009536744,0.3274804794788361,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.1,normal,0.1,sigmoid,151
152,10,0.6930892630056902,0.5454545590010557,0.43715066530487756,0.6928890466690063,0.607999997138977,0.3130748879909515,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,10,0.2,uniform,0.01,sigmoid,152
153,50,0.6800243204290216,0.709090921011838,0.0,0.6702358198165893,0.8320000100135804,0.15199998378753662,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,50,0.1,uniform,0.1,sigmoid,153
154,50,0.6033738309686835,0.709090921011838,0.0,0.49100099086761473,0.8479999923706054,0.11999998807907104,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,50,0.2,normal,0.1,sigmoid,154
155,25,0.6933101903308522,0.49090909416025336,0.4965564283457669,0.6934615778923034,0.3280000102519989,0.2629138255119324,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,25,0.1,uniform,0.001,sigmoid,155
156,25,0.6838027184659784,0.7090908993374218,0.0,0.6779006862640381,0.8400000143051147,0.06399999141693115,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,25,0.1,uniform,0.01,sigmoid,156
157,10,0.6927259022539313,0.6545454697175459,0.38787872141057794,0.6927624297142029,0.6480000042915344,0.3256165671348572,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,10,0.2,normal,0.01,sigmoid,157
158,50,0.6713604710318826,0.7090908993374218,0.13223138722506436,0.6574780726432801,0.8239999890327454,0.29357261180877686,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,50,0.2,normal,0.01,sigmoid,158
159,25,0.6804478005929426,0.7090908993374218,0.44729338721795514,0.6733719229698181,0.8320000076293945,0.3119215404987335,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,25,0.2,uniform,0.1,sigmoid,159
160,10,0.6975285302508961,0.2909090938893231,0.43722939220341767,0.7001462268829346,0.2560000044107437,0.27504759073257445,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,10,0.1,normal,0.001,sigmoid,160
161,10,0.6931984749707308,0.45454546267336066,0.4183654405853965,0.6929142808914185,0.6319999980926514,0.30920631766319273,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,10,0.2,uniform,0.01,sigmoid,161
162,10,0.690424539826133,0.7090908993374218,0.0,0.688876576423645,0.8320000100135804,0.22863115787506103,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.1,uniform,0.1,sigmoid,162
163,4,0.6928627003322948,0.6545454426245256,0.08080807057293979,0.6928620219230652,0.7600000047683716,0.04571427822113037,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.1,uniform,0.01,sigmoid,163
164,4,0.6641956567764282,0.709090921011838,0.0,0.6480499911308288,0.8319999980926513,0.0,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.2,normal,0.01,sigmoid,164
165,25,0.6928509311242537,0.6727272813970392,0.502272670919245,0.6931087112426758,0.5920000016689301,0.28154232501983645,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,25,0.2,normal,0.01,sigmoid,165
166,10,0.6938536817377264,0.2909090952439742,0.4500506980852647,0.6942811751365662,0.1680000066757202,0.2869467532634735,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,10,0.0,uniform,0.001,sigmoid,166
167,4,0.6761271032420072,0.709090921011838,0.0,0.6672417545318603,0.8320000028610229,0.0,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,4,0.0,uniform,0.1,sigmoid,167
168,10,0.7917359850623391,0.2909090952439742,0.4500506980852647,0.8379596948623658,0.16800000846385957,0.28565672516822815,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,10,0.2,normal,0.01,sigmoid,168
169,25,0.6980539993806318,0.2909090952439742,0.4500506980852647,0.7009679150581359,0.1680000078678131,0.2869467532634735,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.0,normal,0.01,sigmoid,169
170,25,0.6915143457326022,0.709090921011838,0.47702829946171155,0.6864369821548462,0.592000002861023,0.32446250796318055,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.2,normal,0.01,sigmoid,170
171,50,0.7050299698656256,0.2909090952439742,0.4500506980852647,0.7101120615005493,0.24800000727176666,0.30352937936782837,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,50,0.1,normal,0.01,sigmoid,171
172,10,0.6930047598752108,0.6181818030097268,0.5182998424226587,0.6932629919052125,0.5040000009536744,0.28422374367713926,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.2,uniform,0.001,sigmoid,172
173,10,0.6877004775134,0.709090921011838,0.20346317508003928,0.6836467432975769,0.8399999928474426,0.2481904458999634,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,10,0.2,normal,0.1,sigmoid,173
174,25,0.6219686053015969,0.709090921011838,0.43722939220341767,0.5643766355514527,0.8320000028610229,0.27107555747032164,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.0,normal,0.1,sigmoid,174
175,10,0.6922317905859514,0.5818181688135321,0.08391605453057722,0.6906366348266602,0.7520000076293946,0.17657140374183655,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,10,0.0,normal,0.001,sigmoid,175
176,25,0.6928841417486017,0.709090921011838,0.0,0.6914866232872009,0.6800000095367431,0.25390474081039427,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.2,uniform,0.001,sigmoid,176
177,10,0.6926569938659668,0.5818181850693442,0.2685950127514926,0.6920533919334412,0.6719999980926513,0.2530908727645874,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.2,normal,0.01,sigmoid,177
178,10,0.6980726827274669,0.2909090952439742,0.4500506980852647,0.6984316325187683,0.3600000047683716,0.3294155609607696,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.2,uniform,0.001,sigmoid,178
179,25,0.6960092186927795,0.2909090952439742,0.4500506980852647,0.6960525345802308,0.37600000858306887,0.33000664830207826,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.2,uniform,0.01,sigmoid,179
180,10,0.6934572783383456,0.4545454599640586,0.4611569886857813,0.6935344910621644,0.33600000679492953,0.25608078837394715,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,10,0.0,uniform,0.001,sigmoid,180
181,10,0.690916202285073,0.709090921011838,0.33636358651247894,0.689954845905304,0.8320000028610229,0.15228567481040955,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.2,uniform,0.1,sigmoid,181
182,25,0.6930443319407377,0.6181818301027472,0.4377103664658286,0.692868390083313,0.7680000066757202,0.3255410850048065,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.1,uniform,0.01,sigmoid,182
183,10,0.6933938373218883,0.3636363555084575,0.43176820603283966,0.6934874081611633,0.3280000168085098,0.3239027166366577,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,10,0.1,uniform,0.001,sigmoid,183
184,10,0.6826801516792991,0.7090908993374218,0.0,0.6717854452133178,0.7840000009536743,0.29669837713241576,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.2,normal,0.001,sigmoid,184
185,10,0.6897894848476757,0.709090921011838,0.4916995709592646,0.6892590618133545,0.8320000028610229,0.3074285387992859,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.0,normal,0.1,sigmoid,185
186,50,0.693026520989158,0.5818181904879484,0.14848479493097824,0.6904461359977723,0.7520000076293946,0.3158441162109375,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,50,0.0,normal,0.001,sigmoid,186
187,50,0.6929409612308849,0.6000000021674416,0.3600944145159288,0.6928659391403198,0.6719999897480011,0.33599995851516723,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,50,0.0,normal,0.01,sigmoid,187
188,10,0.6902608925646002,0.7454545497894287,0.2727272618900646,0.688865065574646,0.8320000100135804,0.20304758548736573,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,10,0.2,uniform,0.1,sigmoid,188
189,4,0.6903950788758018,0.709090921011838,0.0,0.6891410541534424,0.7759999990463257,0.07619046449661254,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,4,0.1,uniform,0.01,sigmoid,189
190,10,0.6928176771510731,0.7090908993374218,0.0,0.6922986793518067,0.8320000100135804,0.0,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,10,0.2,normal,0.001,sigmoid,190
191,50,0.6897976886142384,0.709090921011838,0.12121210315010765,0.6879899001121521,0.8399999904632568,0.1573333263397217,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,50,0.1,normal,0.01,sigmoid,191
